0.0 <ST1> 9 時 30 分から 、 本日の ツイ キャス を 行 います 。 宜しくお願い致します 。	1.0 9 時半 !? 仕事 からの 帰宅 途中 の 私は 電車で 聴 きますね ・。
0.0 <ST1> いいよ 俺の も しゃぶ れよ	1.0 おまえ のない んだけど
0.0 <ST1> 雷 の時 なんかもう やばい 位 可愛い しね w 普段 も 十分 可愛いけど さ <s> ぇ 、 なんで 今日 そんなに 可愛い 連呼 すんの	1.0 理由 かぁ 。 なんとなく ? 大丈夫 かっこいい 時 もあるよ ! たまに
0.0 <ST1> 信号 無視 か 、 衝 突 して 車が 歩 道に 流れた か ですかね ? <s> 恐らく そんな とこ だと思います けどね 。	1.0 見 慣れた とこ だったから ビビ ったよ ~
0.0 <ST1> 朝から 誤字 って 萎えた おは やっ ホ ト ト ギス	1.0 やっと 、 起きた か 。 おはよー 、 り っちゅ ん @ 猫 くれ ! 寝ぼけて ないで シャキ っと しろよ
0.0 <ST1> コ ポ ォ W 終わる 頃には 終電 がない 罠 W フォ カ ヌ ポ ウ W	1.0 マジすか w どうするの ?
0.0 <ST1> 紅茶 の 妖怪 が 仕事 しない デース ・	1.0 削 りは 中央 ルート 安定 、 止め は 北 ルート がいい とか ・ 大破 進撃 以外は 安全 という 話も 。
0.0 <ST1> ただの 文 鎮 と化した ミク スペ リア に 月 1 万 ずつ 2 年 縛り	1.0 バイ ブレー タ として ちんこ にこ すり つけよう
0.0 <ST1> ほ お 。 なるほど ! じゃあ 日 替 わりに 力 入れて 行こうかな ~ <s> うむ 。 それがいい かもね <s> 意識 を クリア フルコン に 高 める ! <s> せやな 。 フルコン したら テンション くっそ 上がる しな w <s> 乙女 式 ノーマル 久々に やったら クッソ 簡単 で フルコン いけ んじゃね ? って思ってたら サビ の一 部で g oo d 出て 萎 ry <s> 調子 の るから ~ w そこで 暗 示 やないか	1.0 何 かわからんけど あの 単 調 な サビ タイミング ちょっとずつ ズレ て いく w 暗 示 しないと 使命感
0.0 <ST1> あ 、 ほり けん に 悲しい お知らせ しよ 。	1.0 知 っとる と思うけど ou r m u s ic に ai ko 出 と るよ !
0.0 <ST1> し るさん よん そう いけるかな 今日 あと でき いて みよ	1.0 マッハ で 2 層 クリア したら 行けそう 。 今週 まだ 2 層 クリア してない 雑魚 なん ですよねー !
0.0 <ST1> 連絡先 教えて くれたら あいぽん ちゃんの 設定 おし えるよ !	1.0 時間かか ってるけど なんとか 行け そうなの でもう ちょっと お母 さんと 頑張って みます
0.0 <ST1> 代々木 商店 て 家系 のとこ ? <s> そうです ー ! ってか 、 どっちも 家系 です	1.0 ラ スタ は 名前 はよく 聞いてる んだけど 未だに 行った事 ないから このまま 行かない でい よう かと 。
0.0 <ST1> 掃除 90 % くらい 終わった からもう いいよ	1.0 おつー ! 偉 いじ !
0.0 <ST1> 子 連れ 狼 と 愛 と 誠 のパ ロ ディ だった 気がします 。 <s> 愛 と 誠 には キョ ウ コ は出 ないので 。 あ 、「 同棲 時代 」 だ !。	1.0 ああ 、 そうでした 。
0.0 <ST1> こいつ 結局 ポケモン 辞め なかったな	1.0 ポケモン やる ために ツイッター 引退 、 ゲー マーの 鏡 だな すっと
0.0 <ST1> ん ? 時雨 受験生 だっけ ? <s> いくつ にみ えます ?	1.0 15 か 16 くらい だと思ってる
0.0 <ST1> ゲームで 負ける と 悔 しさ で キレる 人の 自己 中 キャラ 率は 9 9%	1.0 えーっと 、 確か 川 北 さんが まさに その ような タイプ だったかと 記憶 しております が 。。
0.0 <ST1> え ! さく ぱん ! 何か 違う やん	1.0 ファミマ ver 。 げき うま うま
0.0 <ST1> カテ ジ ナさん 調べて いたら こんな時間	1.0 甘い よねぇ 、 坊 や !
0.0 <ST1> 眠すぎて 目覚まし を どうやって 止め るのか 忘れる 事案 が発生 !	1.0 ゆ な ママ チ ッス ! 目覚まし 時計 は 全力で 叩 いたら 止まる と思う んです ! 破壊 !
0.0 <ST1> 受験 合宿 で 勉強 に 目覚めた とは なんだったのか 。	1.0 そのまま 行くと 君の 先輩 達が した 失敗 と同じ こと になってしまう ので 避ける べき です
0.0 <ST1> なんや 、 なんか 俺に 言いたい こと あん のかと	1.0 別 になにか 思って くれた なら それでいい かな
0.0 <ST1> おはようございます 皆様 あれ 、 天 孤 様 今日は やけに 早いですね	1.0 あら 、 早起き ね 狐 奈々 。
